,2009.repayment.3_yr_repayment.completers_rate,2009.repayment.3_yr_repayment.noncompleters_rate,2009.repayment.7_yr_repayment.completers_rate,2009.repayment.7_yr_repayment.noncompleters_rate,2009.repayment.repayment_cohort.3_year_declining_balance,2009.repayment.repayment_cohort.7_year_declining_balance,2010.repayment.3_yr_repayment.completers_rate,2010.repayment.3_yr_repayment.noncompleters_rate,2010.repayment.7_yr_repayment.completers_rate,2010.repayment.7_yr_repayment.noncompleters_rate,2010.repayment.repayment_cohort.3_year_declining_balance,2010.repayment.repayment_cohort.7_year_declining_balance,2011.repayment.3_yr_repayment.completers_rate,2011.repayment.3_yr_repayment.noncompleters_rate,2011.repayment.7_yr_repayment.completers_rate,2011.repayment.7_yr_repayment.noncompleters_rate,2011.repayment.repayment_cohort.3_year_declining_balance,2011.repayment.repayment_cohort.7_year_declining_balance,2012.repayment.3_yr_repayment.completers_rate,2012.repayment.3_yr_repayment.noncompleters_rate,2012.repayment.7_yr_repayment.completers_rate,2012.repayment.7_yr_repayment.noncompleters_rate,2012.repayment.repayment_cohort.3_year_declining_balance,2012.repayment.repayment_cohort.7_year_declining_balance,2013.repayment.3_yr_repayment.completers_rate,2013.repayment.3_yr_repayment.noncompleters_rate,2013.repayment.7_yr_repayment.completers_rate,2013.repayment.7_yr_repayment.noncompleters_rate,2013.repayment.repayment_cohort.3_year_declining_balance,2013.repayment.repayment_cohort.7_year_declining_balance,2014.repayment.3_yr_repayment.completers_rate,2014.repayment.3_yr_repayment.noncompleters_rate,2014.repayment.7_yr_repayment.completers_rate,2014.repayment.7_yr_repayment.noncompleters_rate,2014.repayment.repayment_cohort.3_year_declining_balance,2014.repayment.repayment_cohort.7_year_declining_balance,2015.repayment.3_yr_repayment.completers_rate,2015.repayment.3_yr_repayment.noncompleters_rate,2015.repayment.7_yr_repayment.completers_rate,2015.repayment.7_yr_repayment.noncompleters_rate,2015.repayment.repayment_cohort.3_year_declining_balance,2015.repayment.repayment_cohort.7_year_declining_balance,school.name
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern Hairstyling Institute-Arecibo
5,0.5526315789,0.3641975309,,,0.4554140127,,0.5327102804,0.364640884,,,0.4029850746,,0.52,0.3538461538,,,0.3614678899,,,,,,0.3865030675,,,,0.538461539,0.325443787,0.3824662813,0.427692308,0.4193548387,0.3132928847,0.504587156,0.347938144,0.3184679958,0.382293763,0.4078674948,0.2868154158,0.481481482,0.370909091,0.3066485753,0.376083189,National University College-Arecibo
6,0.8187311178,0.5404307192,,,0.7064896755,,,,,,,,,,,,,,,,,,,,0.6428571429,0.6944444444,,,0.671875,,0.7791164659,0.49,,,0.6503340757,,0.784591195,0.4409090909,,,0.6440520446,,University of Puerto Rico-Mayaguez
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ponce Health Sciences University
8,0.8187311178,0.5404307192,,,0.7064896755,,,,,,,,,,,,,,,,,,,,,,,,0.4615384615,,0.4827586207,0.4375,,,0.4516129032,,0.6966292135,0.4132231405,,,0.5333333333,,University of Puerto Rico-Aguadilla
9,0.8187311178,0.5404307192,,,0.7064896755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5166666667,,0.7741935484,0.4047619048,,,0.5988700565,,University of Puerto Rico-Bayamon
10,0.8187311178,0.5404307192,,,0.7064896755,,,,,,,,,,,,,,,,,,,,,,,,,,0.7222222222,0.4838709677,,,0.6504854369,,0.7712418301,0.4166666667,,,0.6455696203,,University of Puerto Rico-Humacao
11,0.8187311178,0.5404307192,,,0.7064896755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4318181818,,0.6129032258,0.5641025641,,,0.5940594059,,University of Puerto Rico-Cayey
12,,,,,0.487804878,,,,,,0.3902439024,,,,,,0.3548387097,,,,,,,,,,,,0.6,0.510638298,,,,,,0.454545455,,,,,,0.342857143,MBTI Business Training Institute
13,,,,,0.801980198,,,,,,0.7804878049,,,,,,0.775,,,,,,0.8043478261,,,,,,0.8351648352,0.825688073,,,,,0.8390804598,0.793103448,,,,,0.8043478261,0.781609195,Appalachian Bible College
14,0.845323741,0.6574279379,,,0.7016949153,,0.8092783505,0.5570987654,,,0.6515444015,,0.7626168224,0.549382716,,,0.6458157227,,0.7066246057,0.4805369128,,,0.5844815083,,0.6784660767,0.4275534442,0.858858859,0.654909438,0.5394736842,0.704052098,0.6907801418,0.4508368201,0.813417191,0.592592593,0.552679109,0.678021087,0.6773333333,0.4308510638,0.805921053,0.6,0.529286475,0.693572496,Shepherd University
15,,,,,0.3645833333,,0.4189189189,0.2380952381,,,0.3534482759,,0.4473684211,0.2405063291,,,0.3076923077,,,,,,0.2178217822,,0.2553191489,0.1724137931,,,0.2014925373,0.495049505,,,0.460526316,0.346938776,0.25,0.416,,,0.4,0.390804598,0.2987012987,0.393700787,Opportunities Industrialization Center
16,0.7862318841,0.4587053571,,,0.5358361775,,0.6711864407,0.3606936416,,,0.4396551724,,0.5587301587,0.3154960981,,,0.3787128713,,0.5492537313,0.2792140641,,,0.3486943164,,0.5811688312,0.2577405858,0.798611111,0.491457286,0.3240186294,0.5604053,0.5826086957,0.2710526316,0.708333333,0.423076923,0.3286863271,0.492935636,0.5353982301,0.2633663366,0.627627628,0.394032922,0.32587697,0.453639847,West Virginia University at Parkersburg
17,0.7731092437,0.4081632653,,,0.4404761905,,0.6021505376,0.3975588492,,,0.4129032258,,0.5909090909,0.3693693694,,,0.3913435528,,0.5272727273,0.3448275862,,,0.3542056075,,0.5981308411,0.3033596838,0.692857143,0.462250712,0.3315460232,0.483160622,0.6615384615,0.2765765766,0.571428571,0.447204969,0.3169354839,0.456568557,0.6261682243,0.2670111972,0.629310345,0.421198157,0.297318612,0.441298918,Bluefield State College
18,0.9169230769,0.7179487179,,,0.819466248,,0.9003984064,0.6995708155,,,0.8037190083,,0.8927038627,0.7097902098,,,0.7919075145,,0.8253275109,0.6699669967,,,0.7368421053,,0.8170731707,0.5672727273,0.904632153,0.74137931,0.6852207294,0.825174825,0.8540925267,0.5283687943,0.879432624,0.742537313,0.6909413854,0.812727273,0.8277945619,0.52,0.904761905,0.775316456,0.675304878,0.832746479,West Virginia Wesleyan College
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B M Spurr School of Practical Nursing
0,0.8571428571,0.6988847584,,,0.7454068241,,0.8888888889,0.6855670103,,,0.765625,,0.8865979381,0.5776397516,,,0.7464788732,,0.8048780488,0.5707762557,,,0.6839622642,,0.7593582888,0.4927007299,0.863636364,0.7625,0.600867679,0.792035398,0.7834101382,0.4481707317,0.886524823,0.707423581,0.5816513761,0.775675676,0.7586206897,0.4642857143,0.90521327,0.61827957,0.5647058824,0.770780856,Bethany College
1,0.5231788079,0.1969178082,,,0.2639455782,,0.3076923077,0.158172232,,,0.1882022472,,0.2651933702,0.1468401487,,,0.1766342142,,0.2587064677,0.1151315789,,,0.1508034611,,0.3289473684,0.1065868263,0.581395349,0.226837061,0.1542803387,0.303258145,0.3813229572,0.1285266458,0.41875,0.198707593,0.1820428336,0.243902439,0.311827957,0.1659090909,0.353846154,0.215277778,0.2010353753,0.250324254,Huntington Junior College
2,0.6421800948,0.3804713805,,,0.5586021505,,0.5503560529,0.3397027601,,,0.4821182944,,0.4547707559,0.2865168539,,,0.4032674119,,0.3879641485,0.2062937063,,,0.3392689784,,0.3522954092,0.166023166,0.671372549,0.436877076,0.314036479,0.596164092,0.3800195886,0.1762452107,0.616383616,0.408207343,0.3385335413,0.550546448,0.3698156682,0.1771117166,0.525862069,0.346478873,0.3125506073,0.471293916,Everest College-Seattle
3,0.8767123288,0.6183574879,,,0.7252124646,,0.8083333333,0.5838926174,,,0.6840148699,,0.7701863354,0.5393258427,,,0.6489675516,,0.7925531915,0.5,,,0.6424870466,,0.7921348315,0.5257731959,0.83974359,0.672268908,0.6532258065,0.73857868,0.8023255814,0.5533980583,0.829457364,0.586826347,0.6666666667,0.692567568,0.7935483871,0.5632653061,0.841176471,0.565,0.6525,0.691891892,Alderson Broaddus University
4,0.8954248366,0.4666666667,,,0.825136612,,0.7972972973,0.5428571429,,,0.7486338798,,0.7228915663,0.487804878,,,0.6763285024,,0.6650485437,0.2888888889,,,0.5976095618,,0.6363636364,0.3466666667,0.866242038,0.466666667,0.5701219512,0.802139037,0.61328125,0.3529411765,0.816993464,0.567567568,0.5483870968,0.768421053,0.5875912409,0.3116883117,0.73964497,0.627906977,0.5270655271,0.716981132,Perry Technical Institute
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul D Camp Community College
6,0.920997921,0.7633587786,,,0.865410498,,0.9137529138,0.7149122807,,,0.8447488584,,0.8766816143,0.6850393701,,,0.8071428571,,0.8408602151,0.6906906907,,,0.7781954887,,0.8367346939,0.6717791411,0.948818898,0.808080808,0.7708333333,0.89689441,0.8284023669,0.6818181818,0.949339207,0.763779528,0.773006135,0.882768362,0.8023952096,0.6763848397,0.94129979,0.747368421,0.7511848341,0.868766404,Roanoke College
7,0.9426433915,0.7632850242,,,0.8815789474,,0.9151670951,0.5970149254,,,0.8336520076,,0.8877118644,0.5793103448,,,0.8152350081,,0.8445807771,0.5569620253,,,0.7743431221,,0.8166023166,0.5771428571,0.955752212,0.836653387,0.7561327561,0.913229019,0.8336134454,0.5904761905,0.934831461,0.688741722,0.7701863354,0.872483222,0.8142644874,0.5609756098,0.882242991,0.65625,0.7464635473,0.830215827,University of Richmond
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rappahannock Community College
9,,,,,,,,,,,,,,,,,0.301369863,,,,,,0.2921348315,,,,,,0.3176895307,,0.55,0.3054662379,,,0.3333333333,,0.5942028986,0.3242506812,,,0.3669724771,0.311688312,Richard Bland College of William and Mary
10,0.4558823529,0.1860816944,,,0.3757303371,,0.3410290237,0.1096997691,,,0.2569269521,,0.2251082251,0.0714995035,,,0.1661585366,,0.1635,0.0639175258,,,0.130976431,,0.1813116159,0.079558011,0.497280967,0.225663717,0.1528721433,0.418345478,0.227994228,0.1169354839,0.394169835,0.145434047,0.1987247609,0.304665314,0.2568140521,0.1347905282,0.294330519,0.12074002,0.2263636364,0.227932961,Everest College-Renton
11,0.8685714286,0.7214076246,,,0.7713178295,,0.8633093525,0.6213592233,,,0.6964285714,,0.7647058824,0.5582191781,,,0.6238317757,,0.6993006993,0.5131086142,,,0.5780487805,,0.6842105263,0.5029239766,0.91005291,0.754666667,0.548245614,0.806737589,0.6641221374,0.5222222222,0.917241379,0.656441718,0.5600814664,0.736730361,0.6589147287,0.4984126984,0.834532374,0.61409396,0.545045045,0.684210526,City University of Seattle
12,,,,,0.3913043478,,,,,,0.375,,,,,,0.3555555556,,,,,,0.3170731707,,,,0.538461539,0.5,0.1886792453,0.520833333,,,,,0.21875,0.454545455,,,,,0.25,0.404255319,Sylvain Melloul International Hair Academy
13,0.9456521739,0.746031746,,,0.864516129,,0.9078014184,0.7173913043,,,0.8326180258,,0.7785714286,0.73,,,0.7583333333,,0.7565789474,0.6724137931,,,0.7201492537,,0.7769784173,0.691588785,0.945812808,0.804511278,0.7398373984,0.889880952,0.7101449275,0.6526315789,0.918238994,0.788461539,0.686695279,0.866920152,0.674796748,0.5700934579,0.798657718,0.780701754,0.6260869565,0.790874525,Randolph College
14,0.5949367089,0.2971830986,,,0.3513824885,,0.5255972696,0.2675496689,,,0.3396946565,,0.4113785558,0.1766381766,,,0.2691975841,,0.347826087,0.1310272537,,,0.2145618557,,0.3345724907,0.1199478488,0.610778443,0.341176471,0.1939342161,0.389484979,0.3036126057,0.1585179526,0.593442623,0.324120603,0.2066853789,0.398728429,0.2779904306,0.1565135895,0.503131524,0.240766074,0.2044982045,0.344628099,Miller-Motte Technical College-Lynchburg
15,,,,,0.5348837209,,,,,,0.5789473684,,,,,,0.5161290323,,,,,,0.4358974359,,0.4,0.4166666667,,,0.4081632653,0.4375,,,,,0.3620689655,0.441860465,,,,,0.3650793651,0.482758621,Staunton School of Cosmetology
16,,,,,0.9090909091,,,,,,0.8348623853,,0.8701298701,0.6779661017,,,0.7867647059,,0.8415841584,0.6842105263,,,0.7848101266,,0.7678571429,0.7246376812,,,0.7513812155,0.860759494,0.7222222222,0.6526315789,,,0.6923076923,0.835820896,0.8079470199,0.6,0.885416667,0.76119403,0.7180451128,0.834355828,Sweet Briar College
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Virginia Community College
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centralia College
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,College of Micronesia-FSM
0,0.95951417,0.8111675127,,,0.8918104946,,0.9346421471,0.7075396825,,,0.8471882641,,0.9106159239,0.6867122794,,,0.8187859991,,0.9074074074,0.6658970976,,,0.8126778784,,0.8949548193,0.6416165665,0.96332276,0.8515847,0.8036359258,0.910177773,0.8818288788,0.6271186441,0.94471209,0.774260151,0.7951646889,0.876531315,0.8675539685,0.6033700583,0.933099415,0.763065085,0.7793879096,0.861374087,Purdue University-Main Campus
1,,,,,0.7346938776,,,,,,0.6724137931,,,,,,0.6470588235,,0.5416666667,0.5517241379,,,0.5471698113,,0.5675675676,0.4722222222,,,0.5205479452,0.673076923,0.5641025641,0.3939393939,,,0.4861111111,0.7,,,,,0.4745762712,0.711538462,Universidad Central Del Caribe
2,0.6269767442,0.3913043478,,,0.4916798732,,0.5381903643,0.2880288029,,,0.3965341488,,0.4667503137,0.2439431913,,,0.332998997,,0.4531422271,0.2146381579,,,0.3165332077,,0.4366767984,0.2017614091,0.600167645,0.399332592,0.3054561717,0.479438315,0.4488752556,0.2261484099,0.565405405,0.340746624,0.317175094,0.435897436,0.4683794466,0.2220289855,0.515081207,0.302895323,0.313116551,0.385694885,Pontifical Catholic University of Puerto Rico-Mayaguez
3,0.9298085688,0.7826871055,,,0.8558476881,,0.8703870387,0.7228116711,,,0.8107238606,,0.8253719655,0.6829896907,,,0.7715538237,,0.8306841742,0.6619047619,,,0.7686926104,,0.8290816327,0.6623681125,0.925659472,0.832675612,0.7703428335,0.878872121,0.8259212198,0.6728869374,0.90529695,0.780072904,0.7698189135,0.855485742,0.8348745046,0.7093253968,0.880597015,0.720144753,0.7846946868,0.821109123,SUNY Oneonta
4,0.776119403,0.6204081633,,,0.6538461538,,0.7213114754,0.5047021944,,,0.5394736842,,0.7142857143,0.4183673469,,,0.4593406593,,0.612244898,0.4378585086,,,0.4653784219,,0.5905511811,0.4203539823,0.797101449,0.59430605,0.4472049689,0.634285714,0.5855263158,0.3989637306,0.71875,0.536516854,0.4296536797,0.564285714,0.550802139,0.3960880196,0.726027397,0.516203704,0.4248756219,0.546534654,Rockland Community College
5,0.9114441417,0.7912772586,,,0.855377907,,0.8858578607,0.6843373494,,,0.8106162843,,0.8606936416,0.6632420091,,,0.7943207982,,0.8395721925,0.6318681319,,,0.7715827338,,0.8185819071,0.6332622601,0.926989827,0.832041344,0.7603084143,0.881329606,0.8028404344,0.6434034417,0.902576996,0.757884029,0.7543604651,0.847319347,0.8149908592,0.6435224386,0.880267215,0.725822532,0.763278856,0.827738216,SUNY at Binghamton
6,0.9296615793,0.8119590873,,,0.8758099352,,0.8805848903,0.724137931,,,0.8184043074,,0.8204334365,0.6666666667,,,0.7626872885,,0.7914438503,0.6493936053,,,0.7378277154,,0.7851382488,0.6677050883,0.946502058,0.849498328,0.7432382364,0.901126408,0.7874870734,0.665719697,0.906139732,0.783755274,0.7444816054,0.857082452,0.7879542061,0.6741271262,0.869713506,0.724409449,0.7472808701,0.814861996,SUNY Cortland
7,0.8382066277,0.7040816327,,,0.7534050179,,0.7861507128,0.6323529412,,,0.6933010492,,0.7568,0.5866141732,,,0.6633020908,,0.7230538922,0.5380645161,,,0.6237006237,,0.6730486009,0.5190839695,0.858569052,0.752587018,0.5845864662,0.790865385,0.651572327,0.5394990366,0.83161512,0.690223793,0.5881069285,0.747728861,0.6640625,0.5447963801,0.79494382,0.659302326,0.5982008996,0.720737914,SUNY College at Potsdam
8,0.8436123348,0.6543209877,,,0.7113470471,,0.8009592326,0.5865490628,,,0.6540785498,,0.7726269316,0.5638528139,,,0.6325344953,,0.7554347826,0.5600393701,,,0.6288265306,,0.75671406,0.5295154185,0.876332623,0.660018132,0.6108597285,0.724554707,0.7362784471,0.5173913043,0.847191011,0.623203285,0.6035846073,0.693446089,0.711223203,0.4995918367,0.824242424,0.593069307,0.5827552032,0.66910299,SUNY College of Technology at Delhi
9,,,,,0.8461538462,,,,,,,,,,,,0.8196721311,,,,,,0.725,,0.775,0.35,,,0.6333333333,0.830985916,0.6611570248,0.3965517241,,,0.5754189944,,0.5555555556,0.3257575758,,,0.4765625,,St Paul's School of Nursing-Staten Island
10,0.6,0.3744588745,,,0.4077490775,,0.5444444444,0.3654266958,,,0.39488117,,0.6634615385,0.3170731707,,,0.381981982,,0.6115107914,0.2736220472,,,0.3462132921,,0.5217391304,0.275,0.634146342,0.428571429,0.3272010512,0.456666667,0.5089820359,0.3025641026,0.607843137,0.425447316,0.3484042553,0.456198347,0.5,0.32,0.631147541,0.373443983,0.3608247423,0.425496689,Sullivan County Community College
11,0.75,0.5516898608,,,0.6196078431,,0.7029126214,0.5166498486,,,0.5803452855,,0.6890343699,0.4809236948,,,0.5600497822,,0.6560232221,0.4355885079,,,0.5214932127,,0.6303448276,0.4029051988,0.772652389,0.576923077,0.4840137727,0.645797101,0.6059479554,0.4129643117,0.717206133,0.547553093,0.4844036697,0.607185629,0.6102062975,0.4340859432,0.722638681,0.519069767,0.5047951177,0.597014925,SUNY College of Technology at Canton
12,0.9538904899,0.8767029973,,,0.8914600551,,0.9275,0.8411214953,,,0.8664710198,,0.9028340081,0.8229255774,,,0.8368644068,,0.8695652174,0.8242964997,,,0.8276081425,,0.7945205479,0.8136531365,0.9475,0.903664303,0.8128310771,0.912045889,0.8350515464,0.798556825,0.940528634,0.863677951,0.802369413,0.886231416,0.8320610687,0.7872791519,0.921146953,0.858638744,0.7993811243,0.869430693,SUNY College at Geneseo
13,0.9125,0.8347718866,,,0.8636715724,,0.8583333333,0.7299509002,,,0.7864344638,,0.8069620253,0.656133829,,,0.7376068376,,0.8149171271,0.6283185841,,,0.7331264546,,0.8325688073,0.5577557756,0.943223443,0.825346113,0.7198917456,0.868686869,0.7995867769,0.5674486804,0.897297297,0.750720461,0.7036363636,0.815852682,0.7854855923,0.5574229692,0.87037037,0.684745763,0.6868564506,0.785603715,The College of Saint Rose
14,0.8841059603,0.570087799,,,0.6926342994,,0.8160860656,0.4585826772,,,0.5946947533,,0.7482305359,0.4310441094,,,0.5438848921,,0.707960644,0.3903374233,,,0.5058555628,,0.67143381,0.328189524,0.903640257,0.631454784,0.4559224891,0.734796748,0.6541693601,0.3124888333,0.852310624,0.52739726,0.4341272581,0.649116545,0.658310952,0.3192071087,0.805609284,0.514144822,0.4426817342,0.615943253,New Mexico State University-Alamogordo
15,0.8841059603,0.570087799,,,0.6926342994,,0.8160860656,0.4585826772,,,0.5946947533,,0.7482305359,0.4310441094,,,0.5438848921,,0.707960644,0.3903374233,,,0.5058555628,,0.67143381,0.328189524,0.903640257,0.631454784,0.4559224891,0.734796748,0.6541693601,0.3124888333,0.852310624,0.52739726,0.4341272581,0.649116545,0.658310952,0.3192071087,0.805609284,0.514144822,0.4426817342,0.615943253,New Mexico State University-Carlsbad
16,,,,,0.85,,,,,,0.8367346939,,,,,,0.8045977011,,,,,,0.7894736842,,0.7586206897,0.7258064516,,,0.7416666667,0.829059829,0.7826086957,0.4677419355,,,0.6723163842,0.847619048,0.5979381443,0.3523809524,,,0.5117056856,0.833333333,St Paul's School of Nursing-Queens
17,0.6506410256,0.4381121995,,,0.4843205575,,0.5868055556,0.4024163569,,,0.4413489736,,0.5911949686,0.3799043062,,,0.4292002935,,0.5474683544,0.3411669368,,,0.3832258065,,0.5213903743,0.3154796939,0.687323944,0.47385103,0.35262904,0.520717378,0.4941176471,0.3055290753,0.614035088,0.439830509,0.3372968688,0.478975033,0.4636174636,0.3102237824,0.654794521,0.432286996,0.3369565217,0.487162162,Cayuga County Community College
18,,,,,,,,,,,0.4117647059,,0.5454545455,0.2558139535,,,0.3926380368,,0.4146341463,0.2866242038,,,0.3305439331,,0.3214285714,0.3839285714,,,0.3714285714,,0.4423076923,0.4022556391,,,0.4088050314,0.397058824,0.5,0.3816254417,0.511904762,0.227272727,0.401179941,0.36627907,American Beauty School
19,0.6722817764,0.2991133005,,,0.3416550279,,0.4978973928,0.2165037378,,,0.2575813382,,0.3784841076,0.1566808724,,,0.2019355482,,0.3655400441,0.1448653289,,,0.1947512665,,0.3542538354,0.1320295524,0.680053548,0.350239764,0.184824387,0.39017669,0.3301621622,0.1286379511,0.541920732,0.271601651,0.1793783004,0.311798708,0.3147036759,0.1323920034,0.445081606,0.214797688,0.1818922497,0.262617935,Bryant & Stratton College-Amherst
0,,,,,0.8300220751,,,,,,0.7786259542,,0.7949438202,0.7326343381,,,0.7524575514,,0.7950581395,0.6350626118,,,0.7233360064,,0.8139223561,0.6063268893,,,0.7241641337,0.853889943,0.813302217,0.6049586777,,,0.7270861833,0.812186978,0.802690583,0.5944700461,0.83919598,0.778037383,0.7148412184,0.797448166,Canisius College
1,0.8395061728,0.5638888889,,,0.6145124717,,0.7464788732,0.4945054945,,,0.5807228916,,0.701986755,0.488372093,,,0.5597345133,,0.6627218935,0.4378881988,,,0.5152749491,,0.5759162304,0.4139941691,0.848837209,0.578534031,0.4719101124,0.628205128,0.5734597156,0.4066496164,0.718120805,0.524752475,0.4651162791,0.588495575,0.5772727273,0.4129930394,0.714285714,0.531722054,0.4685099846,0.591463415,Columbia-Greene Community College
2,0.4817518248,0.4025974026,,,0.453271028,,0.5255474453,0.2923076923,,,0.4504950495,,0.4152046784,0.2089552239,,,0.3571428571,,0.2822580645,0.3255813953,,,0.3,,,,0.461538462,0.395061728,0.3125,0.4375,0.3157894737,0.25,0.503401361,0.328125,0.2888888889,0.450236967,0.4099616858,0.2641509434,0.427777778,0.268656716,0.3678474114,0.384615385,Berk Trade and Business School
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beth Hatalmud Rabbinical College
4,,,,,0.5555555556,,,,,,0.5396825397,,0.4054054054,0.5086206897,,,0.4836601307,,0.4255319149,0.5066666667,,,0.4754098361,,0.4310344828,0.2708333333,,,0.358490566,0.582089552,0.4222222222,0.2923076923,,,0.3677419355,0.522727273,0.3947368421,0.4305555556,0.513513514,0.448275862,0.4121621622,0.464052288,Boricua College
5,,,,,0.7769230769,,0.780952381,0.6097560976,,,0.6885964912,,0.6330275229,0.5827338129,,,0.6048387097,,0.6642335766,0.55,,,0.6064981949,,0.6734693878,0.5308641975,0.913793103,0.704402516,0.6089385475,0.792727273,0.6357615894,0.4899598394,0.818965517,0.659090909,0.545,0.733870968,0.6210526316,0.484939759,0.674796748,0.610062893,0.5152224824,0.638297872,Concordia College-New York
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christ the King Seminary
7,,,,,0.9439461883,,,,,,0.9359756098,,0.9366515837,0.8554216867,,,0.9144736842,,0.8909090909,0.7647058824,,,0.8658892128,,0.9055944056,0.7195121951,,,0.8641304348,0.947058824,0.9222972973,0.6966292135,,,0.8701298701,0.94949495,0.9149560117,0.6543209877,,,0.86492891,0.940700809,Colgate University
8,0.4666666667,0.4782608696,,,0.475862069,,0.4179104478,0.3983739837,,,0.4052631579,,0.4056603774,0.2307692308,,,0.3093220339,,0.3805970149,0.2108433735,,,0.2866666667,,0.3938356164,0.2488038278,0.515151515,0.495798319,0.3333333333,0.5,0.3848039216,0.2296650718,0.455696203,0.403100775,0.3322528363,0.423076923,0.3536895674,0.2085561497,0.449152542,0.248175183,0.3068965517,0.341176471,Austin's School of Spa Technology
9,0.6666666667,0.4622812311,,,0.4852704874,,0.6268656716,0.4130170316,,,0.4429916318,,0.5753846154,0.3549295775,,,0.389047619,,0.4918032787,0.3105522143,,,0.3407744875,,0.4677060134,0.3114588592,0.711191336,0.497683994,0.3403292181,0.524324324,0.4440298507,0.3231460674,0.640625,0.451084083,0.3466135458,0.478516508,0.4382911392,0.336199095,0.613513514,0.406218656,0.3589021816,0.438663283,CUNY Borough of Manhattan Community College
10,,,,,0.8481675393,,,,,,0.8032786885,,,,,,0.8231707317,,,,,,0.8384615385,,,,,,0.85,0.852216749,,,,,0.864,0.804123711,,,,,0.8205128205,0.805714286,Gemological Institute of America-New York
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The General Theological Seminary
12,0.8131313131,0.5261885576,,,0.5956017104,,0.7283950617,0.4696428571,,,0.5383606557,,0.6900726392,0.4318600368,,,0.5030020013,,0.6616702355,0.4233700254,,,0.4908980583,,0.6436170213,0.4072778167,0.817977528,0.550670641,0.4741595585,0.61723559,0.6370839937,0.3774390244,0.767816092,0.5,0.4495816821,0.570392749,0.6243980738,0.3806663026,0.718820862,0.470489039,0.4425427873,0.537799631,Genesee Community College
13,0.9194673431,0.7329808328,,,0.8281553398,,0.866962306,0.6343347639,,,0.7593328038,,0.8176757133,0.6,,,0.7179487179,,0.7899941827,0.579109063,,,0.6991062562,,0.7971473851,0.5709244884,0.928361715,0.751740139,0.7003021148,0.839509775,0.809623431,0.5968322534,0.887931035,0.674012158,0.7200848228,0.788243626,0.7959527825,0.6344827586,0.859561129,0.653179191,0.7234437906,0.763679087,Hofstra University
14,0.7256097561,0.589977221,,,0.6268656716,,0.71,0.5482352941,,,0.5904347826,,0.7046979866,0.4860267315,,,0.5441570027,,0.6342281879,0.4534606205,,,0.5008802817,,0.6195286195,0.4166666667,0.75890411,0.579557429,0.4675105485,0.629375951,0.6409495549,0.4014014014,0.756923077,0.564156946,0.4618263473,0.613564669,0.621761658,0.399137931,0.725552051,0.523076923,0.4547218629,0.575387123,Jefferson Community College
15,0.9305896806,0.7540983607,,,0.8644393241,,0.8957765668,0.6577287066,,,0.8239771646,,0.8617628408,0.6208955224,,,0.7899421451,,0.8471590909,0.5856573705,,,0.7688022284,,0.8432717678,0.5729927007,0.93527153,0.791335102,0.7615016562,0.880162492,0.8376811594,0.6075794621,0.922365989,0.69701087,0.7725069252,0.852055956,0.8321984436,0.607347876,0.8997151,0.673280423,0.7652886915,0.831541219,Fordham University
16,,,,,0.8836206897,,,,,,0.8374760994,,0.8949771689,0.7420289855,,,0.8014184397,,0.881147541,0.776203966,,,0.8190954774,,0.9083333333,0.7851458886,,,0.8330632091,0.906084656,0.9018987342,0.7150837989,,,0.8026706231,0.849557522,0.8645533141,0.676300578,0.925311203,0.779255319,0.7705627706,0.8363047,Houghton College
17,0.9467005076,0.8133971292,,,0.9004975124,,0.9324758842,0.7246376812,,,0.868596882,,0.8947368421,0.6953125,,,0.8329297821,,0.8662952646,0.7643312102,,,0.8352713178,,0.8747203579,0.773480663,0.966666667,0.82231405,0.8455414013,0.916184971,0.8803088803,0.7577319588,0.941690962,0.784810127,0.8469101124,0.892215569,0.8809073724,0.7545454545,0.935779817,0.802631579,0.8437917223,0.893528184,Hobart William Smith Colleges
18,,,,,0.9490084986,,0.9313304721,0.7619047619,,,0.9054545455,,0.9316239316,0.75,,,0.9028776978,,,,,,0.9196141479,,0.9254237288,0.75,,,0.9008746356,0.972081218,0.9331210191,0.7142857143,,,0.9035812672,0.936241611,0.9264214047,0.7291666667,,,0.8991354467,0.932692308,Hamilton College
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewish Theological Seminary of America
